UI_SECTION,UI_TAB,UI_PANEL,UI_FIELD_NAME,UI_SHORT_LABEL,FIELD_DESCRIPTION,JAVA_CLASS,JAVA_PROPERTY,DB_TABLE,DB_COLUMN,DATA_TYPE,LOOKUP_TABLE,LOOKUP_COLUMN,LOOKUP_DESCRIPTION_COLUMN,FIELD_ORIGIN,CUSTOM_ATTRIBUTE_ID,REQUIRED,READ_ONLY,CONFIDENCE,SOURCE_FILE,NOTES
Sub Award Home,Subaward,sub Award,Title,,Title,org.kuali.kra.subaward.bo.SubAward,title,SUBAWARD,TITLE,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,
Sub Award Home,Subaward,sub Award,Vendor ID,,Vendor ID,org.kuali.kra.subaward.bo.SubAward,vendorNumber,SUBAWARD,VENDOR_NUMBER,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,
Sub Award Home,Subaward,sub Award,de Minimus,,de Minimus,org.kuali.kra.subaward.bo.SubAward,deMinimus,SUBAWARD,DE_MINIMUS,CHAR,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,
Sub Award Home,Subaward,sub Award,,,,SubAward,requisitionerUserName,,,,,,,DERIVED_DISPLAY,,,,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Subaward,sub Award,,,,SubAward,siteInvestigatorId,,,,,,,DERIVED_DISPLAY,,,,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Subaward,sub Award,,,,SubAward,totalAmountReleased,,,,,,,DERIVED_DISPLAY,,,,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Subaward,sub Award,,,,SubAward,totalAnticipatedAmount,,,,,,,DERIVED_DISPLAY,,,,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Subaward,sub Award,,,,SubAward,totalAvailableAmount,,,,,,,DERIVED_DISPLAY,,,,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Subaward,sub Award,,,,SubAward,totalObligatedAmount,,,,,,,DERIVED_DISPLAY,,,,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAward.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Closeout,sub Award Closeout,Closeout Type,,Closeout Type Code,org.kuali.kra.subaward.bo.SubAwardCloseout,closeoutTypeCode,SUBAWARD_CLOSEOUT,CLOSEOUT_TYPE_CODE,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardCloseout.tag,
Sub Award Home,Closeout,sub Award Closeout,Comments,,Comments,org.kuali.kra.subaward.bo.SubAwardCloseout,comments,SUBAWARD_CLOSEOUT,COMMENTS,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardCloseout.tag,
Sub Award Home,Closeout,sub Award Closeout,Date Followup,,Date Followup,org.kuali.kra.subaward.bo.SubAwardCloseout,dateFollowup,SUBAWARD_CLOSEOUT,DATE_FOLLOWUP,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardCloseout.tag,
Sub Award Home,Closeout,sub Award Closeout,Date Received,,Date Received,org.kuali.kra.subaward.bo.SubAwardCloseout,dateReceived,SUBAWARD_CLOSEOUT,DATE_RECEIVED,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardCloseout.tag,
Sub Award Home,Closeout,sub Award Closeout,Date Requested,,Date Requested,org.kuali.kra.subaward.bo.SubAwardCloseout,dateRequested,SUBAWARD_CLOSEOUT,DATE_REQUESTED,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardCloseout.tag,
Sub Award Home,Contacts,sub Award Contact,Contact Type,,Contact Type Code,org.kuali.kra.subaward.bo.SubAwardContact,contactTypeCode,SUBAWARD_CONTACT,CONTACT_TYPE_CODE,VARCHAR2,CONTACT_TYPE,CONTACT_TYPE_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardContact.tag,
Sub Award Home,Contacts,sub Award Contact,,,,SubAwardContact,emailAddress,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardContact.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Contacts,sub Award Contact,,,,SubAwardContact,phoneNumber,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardContact.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,FFATA Reporting,sub Award Ffata Reporting,Comments,,Comments,org.kuali.kra.subaward.bo.SubAwardFfataReporting,comments,SUBAWARD_FFATA_REPORTING,COMMENTS,CLOB,,,,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFfataReporting.tag,
Sub Award Home,FFATA Reporting,sub Award Ffata Reporting,Date Submitted,,Date Submitted,org.kuali.kra.subaward.bo.SubAwardFfataReporting,dateSubmitted,SUBAWARD_FFATA_REPORTING,DATE_SUBMITTED,DATE,,,,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFfataReporting.tag,
Sub Award Home,FFATA Reporting,sub Award Ffata Reporting,File Name,,File Name,org.kuali.kra.subaward.bo.SubAwardFfataReporting,fileName,SUBAWARD_FFATA_REPORTING,FILE_NAME,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFfataReporting.tag,
Sub Award Home,FFATA Reporting,sub Award Ffata Reporting,Other,,Other,org.kuali.kra.subaward.bo.SubAwardFfataReporting,otherTransactionDescription,SUBAWARD_FFATA_REPORTING,OTHER_TRANS_DESC,VARCHAR2,,,,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFfataReporting.tag,
Sub Award Home,FFATA Reporting,sub Award Ffata Reporting,Select Transaction/Effective Date,,Subaward Amount Info Id,org.kuali.kra.subaward.bo.SubAwardFfataReporting,subAwardAmountInfoId,SUBAWARD_FFATA_REPORTING,SUBAWARD_AMOUNT_INFO_ID,NUMBER,SUBAWARD_AMOUNT_INFO,SUBAWARD_AMOUNT_INFO_ID,DESCRIPTION,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFfataReporting.tag,
Sub Award Home,FFATA Reporting,sub Award Ffata Reporting,,,,SubAwardFfataReporting,submitter.fullName,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFfataReporting.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Funding Source,sub Award Funding Source,Award Number,,A unique institutionally assigned number of a previously funded application.,org.kuali.kra.subaward.bo.SubAwardFundingSource,awardId,SUBAWARD_FUNDING_SOURCE,AWARD_ID,NUMBER,AWARD,AWARD_ID,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,
Sub Award Home,Funding Source,sub Award Funding Source,,,,SubAwardFundingSource,accountNumber,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Funding Source,sub Award Funding Source,,,,SubAwardFundingSource,amountObligatedToDate,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Funding Source,sub Award Funding Source,,,,SubAwardFundingSource,obligationExpirationDate,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Funding Source,sub Award Funding Source,,,,SubAwardFundingSource,principalInvestigatorName,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Funding Source,sub Award Funding Source,,,,SubAwardFundingSource,sponsorAwardNumber,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Funding Source,sub Award Funding Source,,,,SubAwardFundingSource,sponsorCode,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Funding Source,sub Award Funding Source,,,,SubAwardFundingSource,sponsorName,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Sub Award Home,Funding Source,sub Award Funding Source,,,,SubAwardFundingSource,statusCode,,,,,,,DERIVED_DISPLAY,,,Y,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSource.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; rendered from a related object (person/rolodex/unit/sponsor), not stored on the Award record itself; no DataDictionary label in source; UI name not asserted"
Sub Award Home,,sub Award Funding Source Details,Activity Type,,"The type of activity proposed, e.g. organized research, instruction, etc.",org.kuali.kra.award.home.Award,activityTypeCode,AWARD,ACTIVITY_TYPE_CODE,NUMBER,ACTIVITY_TYPE,ACTIVITY_TYPE_CODE,DESCRIPTION,CORE_KUALI,,,Y,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSourceDetails.tag,
Sub Award Home,,sub Award Funding Source Details,Prime Sponsor,,The identification number of the organization or agency that is providing support for the sponsored project.,org.kuali.kra.award.home.Award,primeSponsorCode,AWARD,PRIME_SPONSOR_CODE,VARCHAR2,SPONSOR,SPONSOR_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSourceDetails.tag,
Sub Award Home,,sub Award Funding Source Details,Sponsor ID,,The identification number of the organization or agency that is providing support for the sponsored project.,org.kuali.kra.award.home.Award,sponsorCode,AWARD,SPONSOR_CODE,VARCHAR2,SPONSOR,SPONSOR_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/subaward/subAwardFundingSourceDetails.tag,
